Feature ID	Taxon	Confidence
bf8174ee3331bbbfaeeb6b46a0d9da5c	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__	0.9999815080471213
173c825a18291f2ba18b5e46d9db8408	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	0.9999986857405471
d8e7f9181e4d5a4a6453e9ca9996a43f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	0.9983793407706972
6616dc3bd6aeb3e26b9b2218290ea574	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999998908617218
c48070f3061b086b60ff32f77e0002fa	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__	0.9877398939589095
ec6732c2e0d4cf64b3d0350e7fe3defb	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.999989486797662
d9eea834805833ac21a86fdabedd8556	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	0.9968027363095742
f4cc6e4932f507b33d1335d801f54563	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	0.902280727658855
45ddc69a3fbf19ff4953211c157cb9ac	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_7;s__	0.8467602274294687
84d5a713b1d46f0e0e0f7ba784e9925d	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__	0.9895601920761047
c6b90711837508687841b1d5cbff2f65	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998405971138368
67e8859e108281ee7971084bfa759522	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__	0.7182932629246198
923f521b9cf313f1f95c9367e09bbc1c	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__	0.9999702503327554
74792adac452eb3544cdc17064d6bbee	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	0.9963989764371193
2c982937754e6321f861027032db80f7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999999741940545
c66ec67719e54d2cb0afc3154b3c23af	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__	0.9997772948644973
a6c62ebb697bea0caa69b1779d15488e	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__	0.9992065669542435
9192b3275c36e56540678451adfa601f	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__	0.9991926317947187
343986c010eaffb0207b78dabcb28a09	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group;s__	0.9000298926699714
878fc53ff6f6333a92673b700951fa1b	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	0.9999981299302341
601101d33cdf43a40bd674a50711af52	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	0.7248397918601944
8135beec331a8d558070c38b580e4b8e	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	0.8620537390994372
5d08d1eb4b8a0672652dd0fc0af2dcf0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-003;s__	0.9975636066773458
3ebe761bfb1238c87195d431f41bf976	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	0.9999999857635659
fbd67349783ebeacc69814257b694d56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999998770682131
65990c74559e4adfaa672a884ad7d464	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	0.9376379285840382
5edd946e0a26ae1c85ed8c498c328387	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	0.9974510715231211
6ec1023583647a401269990c4e8ad716	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	0.9989075138735414
fc00ed40b15cd5fa384b672502a3adc3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997282286198341
1a1d2fe5a9919b3662efe09ab6aeff6f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_9;s__	0.9999834779136125
aee18d988eeaf2de8d6e9e088f6d24f8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9982911407570301
cd3ae90584ca3993c86ea5dc7ca5d9fd	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	0.8769987299277486
0a035a7ec1f4a194dd7fbda3c5660db0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__	0.9228054725161904
